timestamps,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,latitude,longitude
2020-08-06 18:00:00+00:00,1596736800,Partly Cloudy,partly-cloudy-day,0.0,0.0,82.28,82.48,59.44,0.46,1019.8,5.03,11.96,266,0.38,7,10.0,289.5,,42.363796,-71.1087861286
2020-08-06 19:00:00+00:00,1596740400,Partly Cloudy,partly-cloudy-day,0.0,0.0,83.04,83.17,59.76,0.45,1019.1,5.62,12.13,253,0.37,6,10.0,289.6,,42.363796,-71.1087861286
2020-08-06 20:00:00+00:00,1596744000,Partly Cloudy,partly-cloudy-day,0.0,0.0,83.62,83.76,60.22,0.45,1018.7,5.36,12.16,268,0.38,4,10.0,290.1,,42.363796,-71.1087861286
2020-08-06 21:00:00+00:00,1596747600,Partly Cloudy,partly-cloudy-day,0.0,0.0,83.1,83.25,59.89,0.46,1018.8,7.16,11.54,222,0.37,2,10.0,290.5,,42.363796,-71.1087861286
2020-08-06 22:00:00+00:00,1596751200,Partly Cloudy,partly-cloudy-day,0.0,0.0,82.68,82.81,59.48,0.45,1018.9,5.4,9.98,250,0.36,1,10.0,290.4,,42.363796,-71.1087861286
2020-08-06 23:00:00+00:00,1596754800,Partly Cloudy,partly-cloudy-day,0.0,0.0,81.15,81.68,59.79,0.48,1019.2,4.38,9.32,269,0.33,0,10.0,290.1,,42.363796,-71.1087861286
2020-08-07 00:00:00+00:00,1596758400,Clear,clear-night,0.0,0.0,78.56,78.65,60.43,0.54,1019.1,3.37,6.02,288,0.15,0,10.0,290.1,,42.363796,-71.1087861286
2020-08-07 01:00:00+00:00,1596762000,Clear,clear-night,0.0,0.0,75.89,75.92,60.23,0.58,1019.4,3.47,6.61,235,0.13,0,10.0,291.5,,42.363796,-71.1087861286
2020-08-07 02:00:00+00:00,1596765600,Clear,clear-night,0.0,0.0,73.95,73.95,59.81,0.61,1019.8,3.12,5.93,224,0.12,0,10.0,291.7,,42.363796,-71.1087861286
2020-08-07 03:00:00+00:00,1596769200,Clear,clear-night,0.0,0.0,72.9,72.9,59.83,0.64,1020.2,2.16,4.31,254,0.18,0,10.0,291.9,,42.363796,-71.1087861286
2020-08-07 04:00:00+00:00,1596772800,Clear,clear-night,0.001,0.01,71.71,71.72,60.07,0.67,1020.8,1.95,3.98,241,0.3,0,10.0,292.3,rain,42.363796,-71.1087861286
2020-08-07 05:00:00+00:00,1596776400,Clear,clear-night,0.0,0.0,70.19,70.22,60.15,0.71,1020.6,2.41,4.1,2,0.25,0,10.0,292.8,,42.363796,-71.1087861286
2020-08-07 06:00:00+00:00,1596780000,Partly Cloudy,partly-cloudy-night,0.0,0.0,69.39,69.41,59.93,0.72,1020.8,2.36,4.3,347,0.45,0,10.0,291.1,,42.363796,-71.1087861286
2020-08-07 07:00:00+00:00,1596783600,Mostly Cloudy,partly-cloudy-night,0.0,0.0,68.32,68.32,59.63,0.74,1020.8,2.87,4.81,351,0.65,0,10.0,291.0,,42.363796,-71.1087861286
2020-08-07 08:00:00+00:00,1596787200,Mostly Cloudy,partly-cloudy-night,0.0007,0.01,67.86,67.86,58.66,0.72,1021.1,2.94,6.34,0,0.73,0,10.0,291.1,rain,42.363796,-71.1087861286
2020-08-07 09:00:00+00:00,1596790800,Mostly Cloudy,partly-cloudy-night,0.0012,0.01,67.68,67.68,58.24,0.72,1021.2,2.82,5.97,12,0.75,0,10.0,291.3,rain,42.363796,-71.1087861286
2020-08-07 10:00:00+00:00,1596794400,Partly Cloudy,partly-cloudy-day,0.0003,0.01,67.72,67.72,57.58,0.7,1021.5,3.39,6.69,16,0.52,0,10.0,291.5,rain,42.363796,-71.1087861286
2020-08-07 11:00:00+00:00,1596798000,Partly Cloudy,partly-cloudy-day,0.0,0.0,68.92,68.92,57.56,0.67,1022.1,2.98,7.3,19,0.58,0,10.0,291.8,,42.363796,-71.1087861286
2020-08-07 12:00:00+00:00,1596801600,Partly Cloudy,partly-cloudy-day,0.0,0.0,71.52,71.52,57.59,0.61,1022.5,4.83,7.82,56,0.53,1,10.0,292.3,,42.363796,-71.1087861286
2020-08-07 13:00:00+00:00,1596805200,Mostly Cloudy,partly-cloudy-day,0.0,0.0,71.81,71.81,58.77,0.64,1022.5,3.47,7.38,64,0.66,3,10.0,291.3,,42.363796,-71.1087861286
2020-08-07 14:00:00+00:00,1596808800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,72.37,72.37,58.83,0.62,1022.6,3.75,6.17,38,0.59,4,10.0,292.0,,42.363796,-71.1087861286
2020-08-07 15:00:00+00:00,1596812400,Mostly Cloudy,partly-cloudy-day,0.0007,0.02,75.34,75.34,59.22,0.57,1022.7,3.92,7.98,38,0.64,5,10.0,292.7,rain,42.363796,-71.1087861286
2020-08-07 16:00:00+00:00,1596816000,Mostly Cloudy,partly-cloudy-day,0.001,0.01,77.47,77.51,60.05,0.55,1022.4,5.96,9.36,77,0.63,6,10.0,293.3,rain,42.363796,-71.1087861286
2020-08-07 17:00:00+00:00,1596819600,Mostly Cloudy,partly-cloudy-day,0.0011,0.01,76.41,76.55,61.28,0.6,1022.1,7.15,9.77,78,0.63,6,10.0,293.9,rain,42.363796,-71.1087861286
2020-08-07 18:00:00+00:00,1596823200,Mostly Cloudy,partly-cloudy-day,0.0013,0.01,75.76,76.0,62.39,0.63,1021.9,6.01,9.09,73,0.75,5,10.0,293.9,rain,42.363796,-71.1087861286
2020-08-07 19:00:00+00:00,1596826800,Mostly Cloudy,partly-cloudy-day,0.0003,0.01,75.46,75.63,61.69,0.62,1021.8,5.81,9.95,85,0.65,5,10.0,294.5,rain,42.363796,-71.1087861286
2020-08-07 20:00:00+00:00,1596830400,Partly Cloudy,partly-cloudy-day,0.0012,0.01,75.71,76.01,62.86,0.64,1021.2,5.92,8.9,77,0.57,4,10.0,295.2,rain,42.363796,-71.1087861286
2020-08-07 21:00:00+00:00,1596834000,Partly Cloudy,partly-cloudy-day,0.0009,0.01,75.67,76.01,63.26,0.65,1021.1,6.04,8.48,81,0.52,2,10.0,296.0,rain,42.363796,-71.1087861286
2020-08-07 22:00:00+00:00,1596837600,Partly Cloudy,partly-cloudy-day,0.0,0.0,74.51,74.75,62.26,0.66,1021.1,5.95,8.58,91,0.49,1,10.0,296.8,,42.363796,-71.1087861286
2020-08-07 23:00:00+00:00,1596841200,Partly Cloudy,partly-cloudy-day,0.0,0.0,72.94,73.12,61.69,0.68,1021.3,6.1,9.27,89,0.45,0,10.0,297.8,,42.363796,-71.1087861286
2020-08-08 00:00:00+00:00,1596844800,Partly Cloudy,partly-cloudy-night,0.0,0.0,71.48,71.72,62.05,0.72,1021.3,4.73,8.51,94,0.4,0,10.0,299.3,,42.363796,-71.1087861286
2020-08-08 01:00:00+00:00,1596848400,Partly Cloudy,partly-cloudy-night,0.0,0.0,70.1,70.44,62.66,0.77,1021.7,3.86,8.15,104,0.38,0,10.0,302.7,,42.363796,-71.1087861286
2020-08-08 02:00:00+00:00,1596852000,Partly Cloudy,partly-cloudy-night,0.0003,0.01,69.66,69.97,62.37,0.78,1021.9,3.45,7.57,113,0.4,0,10.0,303.6,rain,42.363796,-71.1087861286
2020-08-08 03:00:00+00:00,1596855600,Partly Cloudy,partly-cloudy-night,0.0,0.0,68.74,69.04,62.08,0.79,1021.7,3.81,7.45,99,0.54,0,10.0,305.0,,42.363796,-71.1087861286
2020-08-08 04:00:00+00:00,1596859200,Mostly Cloudy,partly-cloudy-night,0.0,0.0,67.95,68.28,62.11,0.82,1021.5,2.86,5.83,112,0.68,0,10.0,307.7,,42.363796,-71.1087861286
2020-08-08 05:00:00+00:00,1596862800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,67.81,68.12,61.93,0.81,1021.4,1.82,4.33,92,0.76,0,10.0,310.8,,42.363796,-71.1087861286
2020-08-08 06:00:00+00:00,1596866400,Mostly Cloudy,partly-cloudy-night,0.0,0.0,67.84,68.14,61.87,0.81,1021.2,3.29,3.64,63,0.81,0,10.0,310.3,,42.363796,-71.1087861286
2020-08-08 07:00:00+00:00,1596870000,Mostly Cloudy,partly-cloudy-night,0.001,0.03,67.72,68.03,61.96,0.82,1021.6,1.57,2.35,34,0.79,0,10.0,311.7,rain,42.363796,-71.1087861286
2020-08-08 08:00:00+00:00,1596873600,Overcast,cloudy,0.0,0.0,67.65,67.97,61.95,0.82,1021.4,1.5,2.52,14,0.9,0,10.0,313.0,,42.363796,-71.1087861286
2020-08-08 09:00:00+00:00,1596877200,Overcast,cloudy,0.0,0.0,67.4,67.71,61.9,0.83,1021.6,1.61,2.71,13,0.88,0,10.0,313.9,,42.363796,-71.1087861286
2020-08-08 10:00:00+00:00,1596880800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,67.41,67.71,61.73,0.82,1021.7,1.8,3.71,23,0.69,0,10.0,314.3,,42.363796,-71.1087861286
2020-08-08 11:00:00+00:00,1596884400,Partly Cloudy,partly-cloudy-day,0.0,0.0,68.2,68.57,62.48,0.82,1021.9,2.26,3.53,0,0.53,0,10.0,314.4,,42.363796,-71.1087861286
2020-08-08 12:00:00+00:00,1596888000,Clear,clear-day,0.0014,0.02,70.11,70.5,63.05,0.78,1022.5,1.67,2.25,24,0.27,1,10.0,318.3,rain,42.363796,-71.1087861286
2020-08-08 13:00:00+00:00,1596891600,Clear,clear-day,0.0002,0.01,72.22,72.51,62.57,0.72,1022.7,2.07,2.99,22,0.21,3,10.0,320.2,rain,42.363796,-71.1087861286
2020-08-08 14:00:00+00:00,1596895200,Clear,clear-day,0.0009,0.01,75.39,75.53,61.34,0.62,1022.6,2.42,4.43,58,0.14,4,10.0,322.3,rain,42.363796,-71.1087861286
2020-08-08 15:00:00+00:00,1596898800,Clear,clear-day,0.0002,0.01,76.71,76.83,61.07,0.59,1022.6,3.86,5.53,83,0.09,6,10.0,322.8,rain,42.363796,-71.1087861286
2020-08-08 16:00:00+00:00,1596902400,Clear,clear-day,0.0,0.0,78.43,78.5,60.29,0.54,1021.6,4.41,6.33,95,0.09,8,10.0,320.9,,42.363796,-71.1087861286
2020-08-08 17:00:00+00:00,1596906000,Clear,clear-day,0.0003,0.01,79.77,79.86,60.22,0.51,1021.7,3.65,6.67,80,0.06,8,10.0,317.5,rain,42.363796,-71.1087861286
2020-08-08 18:00:00+00:00,1596909600,Clear,clear-day,0.0,0.0,81.84,82.15,59.5,0.47,1020.9,5.29,7.19,106,0.04,8,10.0,314.7,,42.363796,-71.1087861286
2020-08-08 19:00:00+00:00,1596913200,Clear,clear-day,0.0,0.0,80.6,81.21,59.55,0.49,1020.4,5.85,8.13,110,0.02,6,10.0,319.2,,42.363796,-71.1087861286
2020-08-08 20:00:00+00:00,1596916800,Clear,clear-day,0.0,0.0,80.42,81.07,59.47,0.49,1020.2,6.45,8.38,123,0.03,4,10.0,318.1,,42.363796,-71.1087861286
2020-08-08 21:00:00+00:00,1596920400,Clear,clear-day,0.001,0.01,79.26,79.26,59.18,0.5,1019.9,7.29,9.42,108,0.04,2,10.0,317.2,rain,42.363796,-71.1087861286
2020-08-08 22:00:00+00:00,1596924000,Clear,clear-day,0.0,0.0,79.11,79.15,59.86,0.52,1019.6,5.57,9.15,116,0.05,1,10.0,317.1,,42.363796,-71.1087861286
2020-08-08 23:00:00+00:00,1596927600,Clear,clear-day,0.0012,0.01,77.36,77.4,60.15,0.55,1019.7,5.96,10.87,119,0.05,0,10.0,317.2,rain,42.363796,-71.1087861286
2020-08-09 00:00:00+00:00,1596931200,Clear,clear-night,0.0004,0.01,75.51,75.55,60.35,0.59,1019.6,5.19,10.27,135,0.05,0,10.0,317.9,rain,42.363796,-71.1087861286
2020-08-09 01:00:00+00:00,1596934800,Clear,clear-night,0.0,0.0,74.72,74.82,61.0,0.62,1019.9,5.67,12.2,142,0.01,0,10.0,317.1,,42.363796,-71.1087861286
2020-08-09 02:00:00+00:00,1596938400,Clear,clear-night,0.0004,0.01,73.34,73.82,64.29,0.73,1020.5,6.91,12.83,171,0.01,0,10.0,315.7,rain,42.363796,-71.1087861286
2020-08-09 03:00:00+00:00,1596942000,Clear,clear-night,0.0003,0.01,72.15,72.95,66.6,0.83,1020.8,5.71,14.29,206,0.01,0,10.0,314.3,rain,42.363796,-71.1087861286
2020-08-09 04:00:00+00:00,1596945600,Clear,clear-night,0.0009,0.01,71.37,72.22,66.78,0.85,1020.6,6.49,14.01,204,0.02,0,10.0,312.8,rain,42.363796,-71.1087861286
2020-08-09 05:00:00+00:00,1596949200,Clear,clear-night,0.0004,0.01,70.64,71.48,66.47,0.87,1020.4,5.39,13.34,215,0.03,0,10.0,311.2,rain,42.363796,-71.1087861286
2020-08-09 06:00:00+00:00,1596952800,Clear,clear-night,0.0006,0.01,70.03,70.82,65.99,0.87,1020.1,5.99,12.09,216,0.03,0,10.0,307.9,rain,42.363796,-71.1087861286
2020-08-09 07:00:00+00:00,1596956400,Clear,clear-night,0.0,0.0,69.33,70.13,65.86,0.89,1019.6,5.41,12.01,226,0.07,0,10.0,307.2,,42.363796,-71.1087861286
2020-08-09 08:00:00+00:00,1596960000,Clear,clear-night,0.0004,0.01,68.78,69.61,65.89,0.91,1019.8,5.51,11.93,210,0.15,0,10.0,307.1,rain,42.363796,-71.1087861286
2020-08-09 09:00:00+00:00,1596963600,Clear,clear-night,0.0,0.0,68.45,69.28,65.79,0.91,1019.2,4.3,10.29,223,0.26,0,10.0,306.8,,42.363796,-71.1087861286
2020-08-09 10:00:00+00:00,1596967200,Partly Cloudy,partly-cloudy-day,0.0003,0.01,68.45,69.31,66.0,0.92,1019.9,4.47,8.93,214,0.37,0,10.0,306.0,rain,42.363796,-71.1087861286
2020-08-09 11:00:00+00:00,1596970800,Partly Cloudy,partly-cloudy-day,0.0006,0.01,70.49,71.42,67.11,0.89,1020.0,4.99,9.91,236,0.42,0,10.0,305.0,rain,42.363796,-71.1087861286
2020-08-09 12:00:00+00:00,1596974400,Partly Cloudy,partly-cloudy-day,0.0004,0.01,73.61,74.65,68.68,0.85,1020.0,4.19,9.39,234,0.39,1,10.0,304.2,rain,42.363796,-71.1087861286
2020-08-09 13:00:00+00:00,1596978000,Partly Cloudy,partly-cloudy-day,0.0009,0.01,77.14,78.2,69.58,0.78,1019.9,5.11,9.27,252,0.35,3,10.0,306.4,rain,42.363796,-71.1087861286
2020-08-09 14:00:00+00:00,1596981600,Clear,clear-day,0.0002,0.01,80.63,84.04,70.1,0.7,1019.7,4.63,9.27,224,0.29,4,10.0,306.0,rain,42.363796,-71.1087861286
2020-08-09 15:00:00+00:00,1596985200,Clear,clear-day,0.0004,0.01,83.94,88.39,70.24,0.64,1019.1,5.4,9.66,218,0.26,6,10.0,305.8,rain,42.363796,-71.1087861286
2020-08-09 16:00:00+00:00,1596988800,Clear,clear-day,0.0022,0.01,86.92,91.08,68.95,0.55,1018.6,6.28,11.44,250,0.24,7,10.0,305.6,rain,42.363796,-71.1087861286
2020-08-09 17:00:00+00:00,1596992400,Clear,clear-day,0.0047,0.01,88.17,91.68,67.73,0.51,1018.0,5.75,9.97,232,0.28,7,10.0,305.5,rain,42.363796,-71.1087861286
2020-08-09 18:00:00+00:00,1596996000,Partly Cloudy,partly-cloudy-day,0.0083,0.01,88.33,91.58,67.3,0.5,1017.4,5.7,10.09,202,0.41,6,10.0,306.4,rain,42.363796,-71.1087861286
2020-08-09 19:00:00+00:00,1596999600,Partly Cloudy,partly-cloudy-day,0.0063,0.01,89.66,92.63,66.63,0.47,1016.9,5.74,10.68,220,0.42,5,10.0,306.3,rain,42.363796,-71.1087861286
2020-08-09 20:00:00+00:00,1597003200,Partly Cloudy,partly-cloudy-day,0.004,0.01,89.93,92.71,66.28,0.46,1016.6,6.49,12.98,203,0.37,4,10.0,306.3,rain,42.363796,-71.1087861286
2020-08-09 21:00:00+00:00,1597006800,Partly Cloudy,partly-cloudy-day,0.0034,0.01,86.53,90.03,68.03,0.54,1016.3,7.1,15.46,192,0.4,2,10.0,306.5,rain,42.363796,-71.1087861286
2020-08-09 22:00:00+00:00,1597010400,Partly Cloudy,partly-cloudy-day,0.0079,0.01,83.85,87.26,68.47,0.6,1016.3,8.51,15.39,179,0.39,1,10.0,307.3,rain,42.363796,-71.1087861286
2020-08-09 23:00:00+00:00,1597014000,Partly Cloudy,partly-cloudy-day,0.0282,0.03,82.33,86.37,70.28,0.67,1016.3,6.92,14.5,181,0.37,0,10.0,308.3,rain,42.363796,-71.1087861286
2020-08-10 00:00:00+00:00,1597017600,Clear,clear-night,0.0024,0.01,80.79,84.52,70.74,0.72,1016.3,7.57,16.31,188,0.12,0,10.0,309.2,rain,42.363796,-71.1087861286
2020-08-10 01:00:00+00:00,1597021200,Clear,clear-night,0.0033,0.02,78.91,81.71,70.61,0.76,1016.7,7.02,14.83,187,0.09,0,10.0,310.4,rain,42.363796,-71.1087861286
2020-08-10 02:00:00+00:00,1597024800,Clear,clear-night,0.0028,0.02,77.31,78.49,70.51,0.8,1017.1,6.25,15.81,202,0.05,0,10.0,309.6,rain,42.363796,-71.1087861286
2020-08-10 03:00:00+00:00,1597028400,Clear,clear-night,0.0021,0.02,76.08,77.26,70.3,0.82,1017.3,6.34,16.16,206,0.03,0,10.0,309.3,rain,42.363796,-71.1087861286
2020-08-10 04:00:00+00:00,1597032000,Clear,clear-night,0.0028,0.03,75.59,76.76,70.11,0.83,1017.2,5.98,15.16,209,0.04,0,10.0,309.9,rain,42.363796,-71.1087861286
2020-08-10 05:00:00+00:00,1597035600,Clear,clear-night,0.0027,0.02,74.74,75.9,69.87,0.85,1017.0,6.72,13.6,229,0.05,0,10.0,311.0,rain,42.363796,-71.1087861286
2020-08-10 06:00:00+00:00,1597039200,Clear,clear-night,0.0032,0.02,74.1,75.22,69.39,0.85,1016.7,4.72,11.35,216,0.05,0,10.0,309.8,rain,42.363796,-71.1087861286
2020-08-10 07:00:00+00:00,1597042800,Clear,clear-night,0.0022,0.02,73.5,74.62,69.24,0.87,1016.6,5.35,9.79,228,0.12,0,10.0,309.8,rain,42.363796,-71.1087861286
2020-08-10 08:00:00+00:00,1597046400,Clear,clear-night,0.001,0.01,72.86,73.97,68.98,0.88,1016.6,4.14,8.58,224,0.13,0,10.0,309.6,rain,42.363796,-71.1087861286
2020-08-10 09:00:00+00:00,1597050000,Clear,clear-night,0.0004,0.01,72.31,73.4,68.72,0.88,1016.5,3.93,7.81,219,0.19,0,10.0,309.0,rain,42.363796,-71.1087861286
2020-08-10 10:00:00+00:00,1597053600,Clear,clear-day,0.0,0.0,71.6,72.69,68.51,0.9,1016.9,4.39,7.49,223,0.22,0,10.0,307.7,,42.363796,-71.1087861286
2020-08-10 11:00:00+00:00,1597057200,Clear,clear-day,0.0007,0.01,73.37,74.47,69.08,0.86,1016.9,3.96,8.09,233,0.22,0,10.0,306.0,rain,42.363796,-71.1087861286
2020-08-10 12:00:00+00:00,1597060800,Clear,clear-day,0.0,0.0,76.15,77.28,69.95,0.81,1017.1,3.81,6.71,237,0.04,1,10.0,304.8,,42.363796,-71.1087861286
2020-08-10 13:00:00+00:00,1597064400,Clear,clear-day,0.0006,0.01,80.18,83.42,70.05,0.71,1016.7,3.76,6.63,255,0.05,3,10.0,307.9,rain,42.363796,-71.1087861286
2020-08-10 14:00:00+00:00,1597068000,Clear,clear-day,0.001,0.01,83.61,87.51,69.42,0.62,1016.5,3.67,8.28,264,0.06,5,10.0,308.0,rain,42.363796,-71.1087861286
2020-08-10 15:00:00+00:00,1597071600,Clear,clear-day,0.0012,0.01,87.12,91.11,68.64,0.54,1016.1,4.03,9.87,266,0.08,7,10.0,307.8,rain,42.363796,-71.1087861286
2020-08-10 16:00:00+00:00,1597075200,Clear,clear-day,0.0,0.0,88.74,92.67,68.23,0.51,1015.6,4.52,11.4,253,0.07,8,10.0,307.1,,42.363796,-71.1087861286
2020-08-10 17:00:00+00:00,1597078800,Clear,clear-day,0.002,0.01,90.41,94.21,67.71,0.47,1015.2,5.23,11.14,254,0.06,8,10.0,306.2,rain,42.363796,-71.1087861286
2020-08-10 18:00:00+00:00,1597082400,Clear,clear-day,0.0033,0.01,91.34,95.35,67.81,0.46,1014.6,4.9,11.95,257,0.22,7,10.0,305.1,rain,42.363796,-71.1087861286
2020-08-10 19:00:00+00:00,1597086000,Clear,clear-day,0.0051,0.01,92.15,96.31,67.82,0.45,1014.3,5.04,10.8,246,0.24,6,10.0,308.2,rain,42.363796,-71.1087861286
2020-08-10 20:00:00+00:00,1597089600,Clear,clear-day,0.0068,0.02,92.03,95.96,67.55,0.45,1013.8,5.59,12.06,240,0.27,4,10.0,307.2,rain,42.363796,-71.1087861286
2020-08-10 21:00:00+00:00,1597093200,Clear,clear-day,0.0074,0.02,92.12,95.59,66.88,0.44,1013.6,5.41,11.0,226,0.31,2,10.0,306.0,rain,42.363796,-71.1087861286
2020-08-10 22:00:00+00:00,1597096800,Clear,clear-day,0.0056,0.02,91.15,95.01,67.64,0.46,1013.5,5.7,12.54,255,0.29,1,10.0,304.8,rain,42.363796,-71.1087861286
2020-08-10 23:00:00+00:00,1597100400,Clear,clear-day,0.0032,0.01,88.45,93.12,69.3,0.53,1013.7,5.03,11.72,226,0.3,0,10.0,303.6,rain,42.363796,-71.1087861286
2020-08-11 00:00:00+00:00,1597104000,Clear,clear-night,0.0028,0.01,85.2,90.69,71.3,0.63,1013.8,5.21,10.9,217,0.13,0,10.0,302.8,rain,42.363796,-71.1087861286
2020-08-11 01:00:00+00:00,1597107600,Clear,clear-night,0.0031,0.01,83.27,88.13,71.2,0.67,1014.1,5.37,11.39,214,0.12,0,10.0,304.6,rain,42.363796,-71.1087861286
2020-08-11 02:00:00+00:00,1597111200,Clear,clear-night,0.0012,0.01,82.41,86.75,70.78,0.68,1014.3,5.46,10.08,225,0.09,0,10.0,304.0,rain,42.363796,-71.1087861286
2020-08-11 03:00:00+00:00,1597114800,Clear,clear-night,0.001,0.01,80.91,84.53,70.37,0.7,1014.3,4.77,10.47,209,0.05,0,10.0,304.1,rain,42.363796,-71.1087861286
2020-08-11 04:00:00+00:00,1597118400,Clear,clear-night,0.0004,0.01,80.07,83.38,70.42,0.72,1014.4,4.44,10.04,232,0.05,0,10.0,303.5,rain,42.363796,-71.1087861286
2020-08-11 05:00:00+00:00,1597122000,Clear,clear-night,0.0003,0.01,79.42,82.49,70.67,0.75,1014.6,5.93,10.63,232,0.04,0,10.0,303.6,rain,42.363796,-71.1087861286
2020-08-11 06:00:00+00:00,1597125600,Clear,clear-night,0.0,0.0,77.84,79.0,70.52,0.78,1014.1,5.05,10.04,237,0.04,0,10.0,303.4,,42.363796,-71.1087861286
2020-08-11 07:00:00+00:00,1597129200,Clear,clear-night,0.0008,0.01,76.38,77.52,70.1,0.81,1014.4,4.74,7.95,228,0.03,0,10.0,299.2,rain,42.363796,-71.1087861286
2020-08-11 08:00:00+00:00,1597132800,Clear,clear-night,0.0,0.0,75.17,76.34,70.1,0.84,1014.3,3.64,7.42,221,0.06,0,10.0,298.6,,42.363796,-71.1087861286
2020-08-11 09:00:00+00:00,1597136400,Clear,clear-night,0.0002,0.01,74.21,75.42,70.04,0.87,1014.4,3.72,7.68,218,0.08,0,10.0,298.3,rain,42.363796,-71.1087861286
2020-08-11 10:00:00+00:00,1597140000,Clear,clear-day,0.0004,0.02,73.86,75.11,70.27,0.89,1014.5,3.88,7.75,217,0.12,0,10.0,298.2,rain,42.363796,-71.1087861286
2020-08-11 11:00:00+00:00,1597143600,Clear,clear-day,0.0,0.0,75.29,76.62,71.24,0.87,1014.9,4.97,9.08,218,0.15,0,10.0,298.4,,42.363796,-71.1087861286
2020-08-11 12:00:00+00:00,1597147200,Humid,clear-day,0.001,0.01,78.38,79.8,72.59,0.82,1015.0,4.56,8.96,219,0.06,1,10.0,298.2,rain,42.363796,-71.1087861286
2020-08-11 13:00:00+00:00,1597150800,Humid,clear-day,0.0029,0.02,81.88,87.59,73.64,0.76,1015.1,4.11,7.8,220,0.04,3,10.0,300.0,rain,42.363796,-71.1087861286
2020-08-11 14:00:00+00:00,1597154400,Humid,clear-day,0.0013,0.01,85.6,93.08,73.59,0.67,1015.1,4.69,9.21,216,0.06,5,10.0,298.7,rain,42.363796,-71.1087861286
2020-08-11 15:00:00+00:00,1597158000,Humid,clear-day,0.0008,0.01,88.91,97.04,73.12,0.6,1014.9,4.87,10.66,227,0.06,7,10.0,297.6,rain,42.363796,-71.1087861286
2020-08-11 16:00:00+00:00,1597161600,Clear,clear-day,0.0012,0.01,91.27,98.5,71.59,0.53,1014.5,6.24,13.06,221,0.15,8,10.0,297.1,rain,42.363796,-71.1087861286
2020-08-11 17:00:00+00:00,1597165200,Clear,clear-day,0.0035,0.01,91.51,97.61,70.33,0.5,1014.0,6.32,12.97,224,0.24,8,10.0,296.8,rain,42.363796,-71.1087861286
2020-08-11 18:00:00+00:00,1597168800,Clear,clear-day,0.0053,0.02,91.73,98.01,70.47,0.5,1013.6,6.87,15.22,200,0.31,7,10.0,296.4,rain,42.363796,-71.1087861286
2020-08-11 19:00:00+00:00,1597172400,Clear,clear-day,0.0088,0.02,92.13,99.11,71.14,0.51,1013.3,8.74,15.72,182,0.28,6,10.0,298.2,rain,42.363796,-71.1087861286
2020-08-11 20:00:00+00:00,1597176000,Clear,clear-day,0.003,0.02,91.98,99.48,71.7,0.52,1012.8,8.69,17.93,185,0.23,4,10.0,297.3,rain,42.363796,-71.1087861286
2020-08-11 21:00:00+00:00,1597179600,Humid,clear-day,0.0015,0.01,90.46,97.95,72.06,0.55,1012.7,11.21,21.27,185,0.18,2,10.0,296.3,rain,42.363796,-71.1087861286
2020-08-11 22:00:00+00:00,1597183200,Humid,clear-day,0.0012,0.01,88.64,95.84,72.25,0.59,1012.8,11.23,20.92,204,0.13,1,10.0,295.1,rain,42.363796,-71.1087861286
2020-08-11 23:00:00+00:00,1597186800,Clear,clear-day,0.0,0.0,85.95,92.12,71.91,0.63,1013.3,10.7,20.45,187,0.09,0,10.0,293.9,,42.363796,-71.1087861286
2020-08-12 00:00:00+00:00,1597190400,Clear,clear-night,0.0,0.0,83.22,87.7,70.59,0.66,1013.4,9.61,19.13,184,0.07,0,10.0,293.0,,42.363796,-71.1087861286
2020-08-12 01:00:00+00:00,1597194000,Clear,clear-night,0.0,0.0,80.58,83.77,69.5,0.69,1014.0,8.23,18.29,202,0.05,0,10.0,295.4,,42.363796,-71.1087861286
2020-08-12 02:00:00+00:00,1597197600,Clear,clear-night,0.0004,0.01,78.53,79.62,70.08,0.75,1014.3,8.18,18.73,201,0.03,0,10.0,295.5,rain,42.363796,-71.1087861286
2020-08-12 03:00:00+00:00,1597201200,Clear,clear-night,0.0,0.0,77.73,79.02,71.52,0.81,1014.1,7.54,19.67,214,0.03,0,10.0,295.4,,42.363796,-71.1087861286
2020-08-12 04:00:00+00:00,1597204800,Humid,clear-night,0.0,0.0,77.11,78.53,72.32,0.85,1014.1,8.68,19.96,194,0.1,0,10.0,294.9,,42.363796,-71.1087861286
2020-08-12 05:00:00+00:00,1597208400,Humid,clear-night,0.0,0.0,77.0,78.46,72.62,0.86,1014.5,7.54,19.11,223,0.18,0,10.0,294.2,,42.363796,-71.1087861286
2020-08-12 06:00:00+00:00,1597212000,Humid,clear-night,0.0,0.0,76.43,77.87,72.37,0.87,1014.3,7.49,18.6,211,0.26,0,10.0,293.8,,42.363796,-71.1087861286
2020-08-12 07:00:00+00:00,1597215600,Humid and Partly Cloudy,partly-cloudy-night,0.0,0.0,76.48,77.94,72.52,0.88,1014.1,6.4,17.31,205,0.43,0,10.0,291.5,,42.363796,-71.1087861286
