timestamps,time,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,latitude,longitude
2020-07-06 14:00:00+00:00,1594044000,Mostly Cloudy,partly-cloudy-day,0.0005,0.01,rain,69.42,70.1,65.06,0.86,1018.8,5.64,10.25,24,0.73,4,10.0,334.9,42.363796,-71.1087861286
2020-07-06 15:00:00+00:00,1594047600,Mostly Cloudy,partly-cloudy-day,0.0006,0.01,rain,71.0,71.66,65.26,0.82,1019.2,5.57,10.02,55,0.66,5,10.0,332.6,42.363796,-71.1087861286
2020-07-06 16:00:00+00:00,1594051200,Partly Cloudy,partly-cloudy-day,0.0009,0.01,rain,71.98,72.57,64.89,0.78,1019.5,6.74,11.92,55,0.51,6,10.0,331.3,42.363796,-71.1087861286
2020-07-06 17:00:00+00:00,1594054800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,72.68,73.17,64.27,0.75,1019.5,6.94,11.07,53,0.37,7,10.0,330.2,42.363796,-71.1087861286
2020-07-06 18:00:00+00:00,1594058400,Clear,clear-day,0.0,0.0,,72.33,72.84,64.36,0.76,1019.6,8.96,11.95,59,0.27,7,10.0,333.9,42.363796,-71.1087861286
2020-07-06 19:00:00+00:00,1594062000,Clear,clear-day,0.0,0.0,,72.64,73.1,64.03,0.74,1020.0,6.79,11.21,84,0.18,6,10.0,333.1,42.363796,-71.1087861286
2020-07-06 20:00:00+00:00,1594065600,Clear,clear-day,0.0,0.0,,71.86,72.2,62.93,0.74,1020.0,8.42,12.73,82,0.14,4,10.0,331.7,42.363796,-71.1087861286
2020-07-06 21:00:00+00:00,1594069200,Clear,clear-day,0.0,0.0,,70.99,71.23,61.97,0.73,1020.0,9.38,12.3,93,0.11,3,10.0,330.6,42.363796,-71.1087861286
2020-07-06 22:00:00+00:00,1594072800,Clear,clear-day,0.0,0.0,,70.52,70.69,61.37,0.73,1020.2,5.71,10.51,98,0.1,1,10.0,329.9,42.363796,-71.1087861286
2020-07-06 23:00:00+00:00,1594076400,Clear,clear-day,0.0,0.0,,69.68,69.9,61.66,0.76,1020.4,6.45,9.74,86,0.09,0,10.0,329.4,42.363796,-71.1087861286
2020-07-07 00:00:00+00:00,1594080000,Clear,clear-day,0.0,0.0,,67.6,67.91,61.86,0.82,1020.5,6.32,9.5,101,0.01,0,10.0,329.4,42.363796,-71.1087861286
2020-07-07 01:00:00+00:00,1594083600,Clear,clear-night,0.0014,0.01,rain,65.85,66.21,61.77,0.87,1021.0,5.03,8.67,100,0.14,0,10.0,330.5,42.363796,-71.1087861286
2020-07-07 02:00:00+00:00,1594087200,Clear,clear-night,0.0,0.0,,65.3,65.7,61.85,0.89,1021.5,4.3,7.47,133,0.12,0,10.0,331.1,42.363796,-71.1087861286
2020-07-07 03:00:00+00:00,1594090800,Clear,clear-night,0.0006,0.01,rain,64.66,65.08,61.83,0.91,1021.5,3.29,7.32,141,0.17,0,10.0,331.0,42.363796,-71.1087861286
2020-07-07 04:00:00+00:00,1594094400,Clear,clear-night,0.0008,0.01,rain,64.01,64.44,61.64,0.92,1021.7,2.99,7.87,133,0.2,0,10.0,329.7,42.363796,-71.1087861286
2020-07-07 05:00:00+00:00,1594098000,Clear,clear-night,0.0012,0.01,rain,63.57,63.97,61.28,0.92,1021.8,3.08,6.7,149,0.22,0,10.0,327.7,42.363796,-71.1087861286
2020-07-07 06:00:00+00:00,1594101600,Clear,clear-night,0.0,0.0,,63.12,63.47,60.89,0.92,1022.1,2.93,5.78,173,0.13,0,10.0,324.2,42.363796,-71.1087861286
2020-07-07 07:00:00+00:00,1594105200,Clear,clear-night,0.0,0.0,,63.12,63.47,60.85,0.92,1021.8,2.6,5.45,160,0.17,0,10.0,321.8,42.363796,-71.1087861286
2020-07-07 08:00:00+00:00,1594108800,Partly Cloudy,partly-cloudy-night,0.0003,0.01,rain,63.27,63.62,60.93,0.92,1021.9,2.9,5.39,162,0.33,0,10.0,319.5,42.363796,-71.1087861286
2020-07-07 09:00:00+00:00,1594112400,Partly Cloudy,partly-cloudy-night,0.0004,0.01,rain,63.66,64.06,61.3,0.92,1021.9,3.25,6.08,165,0.38,0,10.0,317.4,42.363796,-71.1087861286
2020-07-07 10:00:00+00:00,1594116000,Partly Cloudy,partly-cloudy-day,0.0007,0.01,rain,64.39,64.79,61.57,0.91,1022.3,2.61,6.32,155,0.38,0,10.0,315.4,42.363796,-71.1087861286
2020-07-07 11:00:00+00:00,1594119600,Partly Cloudy,partly-cloudy-day,0.0003,0.01,rain,65.11,65.54,62.07,0.9,1022.6,4.55,7.43,158,0.43,1,10.0,313.6,42.363796,-71.1087861286
2020-07-07 12:00:00+00:00,1594123200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,67.34,67.82,63.09,0.86,1022.3,4.08,7.27,153,0.52,2,10.0,312.1,42.363796,-71.1087861286
2020-07-07 13:00:00+00:00,1594126800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,68.54,68.89,62.38,0.81,1022.8,4.38,8.96,147,0.4,3,10.0,313.9,42.363796,-71.1087861286
2020-07-07 14:00:00+00:00,1594130400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,70.48,70.64,61.25,0.73,1022.2,6.57,11.38,137,0.36,5,10.0,313.1,42.363796,-71.1087861286
2020-07-07 15:00:00+00:00,1594134000,Clear,clear-day,0.0011,0.01,rain,73.46,73.46,59.8,0.62,1021.7,6.9,11.91,153,0.29,7,10.0,312.5,42.363796,-71.1087861286
2020-07-07 16:00:00+00:00,1594137600,Clear,clear-day,0.0018,0.01,rain,75.71,75.71,59.67,0.58,1021.4,8.32,12.83,149,0.29,8,10.0,312.2,42.363796,-71.1087861286
2020-07-07 17:00:00+00:00,1594141200,Clear,clear-day,0.0006,0.01,rain,77.0,77.0,59.77,0.55,1021.2,8.22,13.1,170,0.28,8,10.0,311.9,42.363796,-71.1087861286
2020-07-07 18:00:00+00:00,1594144800,Clear,clear-day,0.0,0.0,,79.15,79.15,59.05,0.5,1020.7,9.41,15.79,157,0.22,8,10.0,311.4,42.363796,-71.1087861286
2020-07-07 19:00:00+00:00,1594148400,Clear,clear-day,0.0,0.0,,80.35,80.72,57.7,0.46,1020.4,10.86,15.73,167,0.24,6,10.0,316.0,42.363796,-71.1087861286
2020-07-07 20:00:00+00:00,1594152000,Clear,clear-day,0.0,0.0,,79.82,79.82,56.82,0.45,1020.0,11.64,17.33,175,0.28,4,10.0,314.8,42.363796,-71.1087861286
2020-07-07 21:00:00+00:00,1594155600,Partly Cloudy,partly-cloudy-day,0.0,0.0,,77.84,77.84,57.52,0.5,1019.7,9.84,17.92,182,0.33,3,10.0,313.4,42.363796,-71.1087861286
2020-07-07 22:00:00+00:00,1594159200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,75.8,75.8,57.77,0.54,1019.6,9.09,16.54,176,0.37,1,10.0,311.7,42.363796,-71.1087861286
2020-07-07 23:00:00+00:00,1594162800,Partly Cloudy,partly-cloudy-day,0.0,0.0,,74.03,74.03,57.75,0.57,1020.0,9.07,14.67,164,0.42,0,10.0,309.9,42.363796,-71.1087861286
2020-07-08 00:00:00+00:00,1594166400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,71.92,71.92,58.7,0.63,1019.8,6.46,14.97,174,0.65,0,10.0,309.4,42.363796,-71.1087861286
2020-07-08 01:00:00+00:00,1594170000,Partly Cloudy,partly-cloudy-night,0.0,0.0,,69.6,69.66,60.36,0.72,1020.1,8.78,16.2,173,0.5,0,10.0,309.1,42.363796,-71.1087861286
2020-07-08 02:00:00+00:00,1594173600,Partly Cloudy,partly-cloudy-night,0.0,0.0,,68.3,68.6,61.96,0.8,1020.2,7.64,15.59,174,0.56,0,10.0,309.3,42.363796,-71.1087861286
2020-07-08 03:00:00+00:00,1594177200,Mostly Cloudy,partly-cloudy-night,0.001,0.01,rain,67.32,67.76,62.78,0.85,1019.9,8.17,17.84,173,0.63,0,10.0,309.1,42.363796,-71.1087861286
2020-07-08 04:00:00+00:00,1594180800,Mostly Cloudy,partly-cloudy-night,0.0,0.0,,67.0,67.51,63.16,0.87,1019.9,5.26,15.66,185,0.71,0,10.0,308.1,42.363796,-71.1087861286
2020-07-08 05:00:00+00:00,1594184400,Mostly Cloudy,partly-cloudy-night,0.0011,0.01,rain,66.96,67.51,63.44,0.88,1019.5,4.85,15.04,189,0.79,0,10.0,306.8,42.363796,-71.1087861286
2020-07-08 06:00:00+00:00,1594188000,Overcast,cloudy,0.0008,0.01,rain,67.41,68.02,63.98,0.89,1019.1,5.1,11.9,181,0.88,0,10.0,301.6,42.363796,-71.1087861286
2020-07-08 07:00:00+00:00,1594191600,Mostly Cloudy,partly-cloudy-night,0.0012,0.02,rain,67.53,68.18,64.26,0.89,1018.6,5.48,12.67,171,0.87,0,10.0,300.9,42.363796,-71.1087861286
2020-07-08 08:00:00+00:00,1594195200,Overcast,cloudy,0.002,0.02,rain,67.6,68.33,64.82,0.91,1018.2,5.1,11.66,189,0.88,0,10.0,301.1,42.363796,-71.1087861286
2020-07-08 09:00:00+00:00,1594198800,Overcast,cloudy,0.003,0.03,rain,67.96,68.75,65.34,0.91,1017.8,4.33,11.95,180,0.91,0,10.0,301.2,42.363796,-71.1087861286
2020-07-08 10:00:00+00:00,1594202400,Mostly Cloudy,partly-cloudy-day,0.0026,0.03,rain,68.5,69.36,66.01,0.92,1017.6,5.26,12.44,191,0.86,0,10.0,301.4,42.363796,-71.1087861286
2020-07-08 11:00:00+00:00,1594206000,Overcast,cloudy,0.0012,0.02,rain,69.43,70.4,67.03,0.92,1017.5,5.59,14.4,189,0.93,1,9.278,301.7,42.363796,-71.1087861286
2020-07-08 12:00:00+00:00,1594209600,Overcast,cloudy,0.0007,0.01,rain,71.05,72.19,68.68,0.92,1017.6,5.66,12.46,193,0.93,1,10.0,301.6,42.363796,-71.1087861286
2020-07-08 13:00:00+00:00,1594213200,Overcast,cloudy,0.0005,0.01,rain,73.39,74.65,70.21,0.9,1017.3,6.52,14.03,225,0.95,3,10.0,304.4,42.363796,-71.1087861286
2020-07-08 14:00:00+00:00,1594216800,Overcast,cloudy,0.0008,0.01,rain,76.8,78.18,71.92,0.85,1016.9,6.49,13.53,223,0.96,4,10.0,303.4,42.363796,-71.1087861286
2020-07-08 15:00:00+00:00,1594220400,Humid and Mostly Cloudy,partly-cloudy-day,0.0006,0.01,rain,79.69,83.47,72.59,0.79,1016.6,7.99,15.23,189,0.87,5,10.0,302.3,42.363796,-71.1087861286
2020-07-08 16:00:00+00:00,1594224000,Humid and Mostly Cloudy,partly-cloudy-day,0.001,0.01,rain,81.32,86.14,72.63,0.75,1015.9,7.92,16.81,224,0.83,5,10.0,301.2,42.363796,-71.1087861286
2020-07-08 17:00:00+00:00,1594227600,Humid and Mostly Cloudy,partly-cloudy-day,0.0011,0.02,rain,82.57,87.8,72.25,0.71,1015.2,8.56,16.44,221,0.65,6,10.0,299.9,42.363796,-71.1087861286
2020-07-08 18:00:00+00:00,1594231200,Humid and Mostly Cloudy,partly-cloudy-day,0.0036,0.04,rain,84.23,90.49,72.76,0.69,1014.6,9.05,17.66,204,0.64,6,10.0,302.5,42.363796,-71.1087861286
2020-07-08 19:00:00+00:00,1594234800,Humid and Partly Cloudy,partly-cloudy-day,0.0045,0.06,rain,85.43,92.27,72.92,0.66,1014.1,8.29,18.88,213,0.58,5,10.0,302.4,42.363796,-71.1087861286
2020-07-08 20:00:00+00:00,1594238400,Humid and Partly Cloudy,partly-cloudy-day,0.0062,0.07,rain,85.32,91.81,72.55,0.66,1013.7,9.91,18.58,205,0.47,4,10.0,302.3,42.363796,-71.1087861286
2020-07-08 21:00:00+00:00,1594242000,Humid and Partly Cloudy,partly-cloudy-day,0.0063,0.1,rain,84.57,90.89,72.67,0.68,1013.6,9.82,19.58,225,0.53,3,10.0,302.1,42.363796,-71.1087861286
2020-07-08 22:00:00+00:00,1594245600,Humid and Partly Cloudy,partly-cloudy-day,0.0039,0.11,rain,83.3,88.81,72.21,0.69,1013.7,8.99,18.48,225,0.52,1,10.0,301.1,42.363796,-71.1087861286
2020-07-08 23:00:00+00:00,1594249200,Mostly Cloudy,partly-cloudy-day,0.0021,0.1,rain,81.08,85.36,71.74,0.73,1013.8,8.2,17.08,237,0.78,0,10.0,300.1,42.363796,-71.1087861286
2020-07-09 00:00:00+00:00,1594252800,Mostly Cloudy,partly-cloudy-day,0.0034,0.08,rain,79.49,82.91,71.82,0.77,1013.8,7.57,15.17,239,0.63,0,10.0,300.7,42.363796,-71.1087861286
2020-07-09 01:00:00+00:00,1594256400,Partly Cloudy,partly-cloudy-night,0.0022,0.03,rain,78.28,79.56,71.51,0.8,1014.1,5.97,14.32,216,0.47,0,10.0,307.3,42.363796,-71.1087861286
2020-07-09 02:00:00+00:00,1594260000,Clear,clear-night,0.0012,0.01,rain,76.96,78.22,71.11,0.82,1014.5,5.99,12.42,220,0.31,0,10.0,312.7,42.363796,-71.1087861286
2020-07-09 03:00:00+00:00,1594263600,Clear,clear-night,0.0,0.0,,75.66,76.91,70.74,0.85,1014.7,5.58,13.83,193,0.25,0,10.0,316.0,42.363796,-71.1087861286
2020-07-09 04:00:00+00:00,1594267200,Clear,clear-night,0.0008,0.01,rain,74.67,75.96,70.83,0.88,1014.8,4.37,11.59,210,0.27,0,10.0,314.7,42.363796,-71.1087861286
2020-07-09 05:00:00+00:00,1594270800,Clear,clear-night,0.0,0.0,,73.93,75.26,70.84,0.9,1014.8,5.11,11.33,218,0.25,0,10.0,311.1,42.363796,-71.1087861286
2020-07-09 06:00:00+00:00,1594274400,Partly Cloudy,partly-cloudy-night,0.0,0.0,,73.31,74.63,70.64,0.91,1014.5,4.77,10.38,221,0.34,0,10.0,306.3,42.363796,-71.1087861286
2020-07-09 07:00:00+00:00,1594278000,Partly Cloudy,partly-cloudy-night,0.0,0.0,,72.88,74.21,70.56,0.92,1015.0,4.23,9.75,225,0.36,0,10.0,305.1,42.363796,-71.1087861286
2020-07-09 08:00:00+00:00,1594281600,Partly Cloudy,partly-cloudy-night,0.0004,0.01,rain,72.38,73.71,70.38,0.93,1014.9,4.7,10.73,230,0.45,0,10.0,305.0,42.363796,-71.1087861286
2020-07-09 09:00:00+00:00,1594285200,Partly Cloudy,partly-cloudy-night,0.0,0.0,,72.59,73.88,70.18,0.92,1014.8,4.36,11.97,226,0.5,0,10.0,304.9,42.363796,-71.1087861286
2020-07-09 10:00:00+00:00,1594288800,Partly Cloudy,partly-cloudy-day,0.0009,0.01,rain,73.23,74.54,70.52,0.91,1015.3,4.95,10.34,252,0.48,0,10.0,304.5,42.363796,-71.1087861286
2020-07-09 11:00:00+00:00,1594292400,Partly Cloudy,partly-cloudy-day,0.0,0.0,,75.36,76.69,71.22,0.87,1015.8,4.21,10.55,250,0.47,1,10.0,304.0,42.363796,-71.1087861286
2020-07-09 12:00:00+00:00,1594296000,Humid and Partly Cloudy,partly-cloudy-day,0.0,0.0,,78.0,79.37,72.19,0.82,1016.1,3.88,8.43,245,0.33,2,10.0,303.5,42.363796,-71.1087861286
2020-07-09 13:00:00+00:00,1594299600,Humid,clear-day,0.0,0.0,,79.98,84.09,72.97,0.79,1015.9,2.99,7.05,246,0.31,3,10.0,305.1,42.363796,-71.1087861286
2020-07-09 14:00:00+00:00,1594303200,Humid and Partly Cloudy,partly-cloudy-day,0.0,0.0,,82.56,88.41,73.23,0.73,1016.2,2.9,6.27,252,0.33,5,10.0,304.9,42.363796,-71.1087861286
2020-07-09 15:00:00+00:00,1594306800,Humid and Partly Cloudy,partly-cloudy-day,0.0,0.0,,84.26,90.98,73.34,0.7,1015.9,2.94,4.77,187,0.31,7,10.0,304.7,42.363796,-71.1087861286
2020-07-09 16:00:00+00:00,1594310400,Humid and Partly Cloudy,partly-cloudy-day,0.0,0.0,,85.52,92.71,73.29,0.67,1015.7,4.9,7.15,62,0.37,8,10.0,304.4,42.363796,-71.1087861286
2020-07-09 17:00:00+00:00,1594314000,Humid and Partly Cloudy,partly-cloudy-day,0.0029,0.01,rain,86.12,93.8,73.58,0.66,1015.6,4.54,7.53,142,0.44,7,10.0,304.1,42.363796,-71.1087861286
2020-07-09 18:00:00+00:00,1594317600,Humid and Partly Cloudy,partly-cloudy-day,0.0045,0.01,rain,86.13,94.26,74.07,0.67,1015.6,5.93,7.89,142,0.56,6,10.0,306.4,42.363796,-71.1087861286
2020-07-09 19:00:00+00:00,1594321200,Humid and Partly Cloudy,partly-cloudy-day,0.0029,0.01,rain,87.4,96.32,74.37,0.65,1015.3,6.66,8.62,87,0.49,6,10.0,307.4,42.363796,-71.1087861286
2020-07-09 20:00:00+00:00,1594324800,Humid and Partly Cloudy,partly-cloudy-day,0.0026,0.01,rain,86.51,94.79,74.08,0.67,1015.0,6.52,9.3,117,0.42,4,10.0,308.5,42.363796,-71.1087861286
2020-07-09 21:00:00+00:00,1594328400,Humid and Partly Cloudy,partly-cloudy-day,0.0019,0.01,rain,85.61,93.59,74.13,0.69,1015.0,7.01,10.08,107,0.31,3,10.0,309.4,42.363796,-71.1087861286
2020-07-09 22:00:00+00:00,1594332000,Humid,clear-day,0.0014,0.01,rain,85.69,94.06,74.51,0.69,1015.0,6.41,11.1,163,0.25,1,10.0,309.8,42.363796,-71.1087861286
2020-07-09 23:00:00+00:00,1594335600,Humid,clear-day,0.0,0.0,,84.89,92.25,73.78,0.69,1015.5,7.86,14.39,174,0.17,0,10.0,309.8,42.363796,-71.1087861286
2020-07-10 00:00:00+00:00,1594339200,Humid,clear-day,0.0,0.0,,82.2,87.47,72.6,0.73,1015.5,7.25,13.94,182,0.05,0,10.0,309.8,42.363796,-71.1087861286
2020-07-10 01:00:00+00:00,1594342800,Humid,clear-night,0.0,0.0,,80.1,83.99,72.09,0.77,1015.7,5.78,12.91,199,0.03,0,10.0,309.9,42.363796,-71.1087861286
2020-07-10 02:00:00+00:00,1594346400,Clear,clear-night,0.0,0.0,,78.27,79.57,71.71,0.8,1016.0,6.55,12.14,192,0.04,0,10.0,309.2,42.363796,-71.1087861286
2020-07-10 03:00:00+00:00,1594350000,Clear,clear-night,0.0,0.0,,76.75,78.06,71.41,0.84,1016.7,4.02,10.32,206,0.04,0,10.0,308.1,42.363796,-71.1087861286
2020-07-10 04:00:00+00:00,1594353600,Clear,clear-night,0.0,0.0,,75.79,77.07,70.97,0.85,1017.0,4.79,10.2,209,0.12,0,10.0,306.3,42.363796,-71.1087861286
2020-07-10 05:00:00+00:00,1594357200,Clear,clear-night,0.0,0.0,,74.83,76.05,70.33,0.86,1017.4,4.45,8.92,215,0.14,0,10.0,304.0,42.363796,-71.1087861286
2020-07-10 06:00:00+00:00,1594360800,Clear,clear-night,0.0,0.0,,73.64,74.86,70.02,0.88,1017.1,3.65,8.88,200,0.14,0,10.0,300.2,42.363796,-71.1087861286
2020-07-10 07:00:00+00:00,1594364400,Clear,clear-night,0.0,0.0,,72.6,73.84,69.86,0.91,1017.2,3.89,8.24,206,0.21,0,10.0,299.7,42.363796,-71.1087861286
2020-07-10 08:00:00+00:00,1594368000,Partly Cloudy,partly-cloudy-night,0.0,0.0,,71.79,73.03,69.57,0.93,1017.2,3.56,7.08,204,0.33,0,10.0,300.0,42.363796,-71.1087861286
2020-07-10 09:00:00+00:00,1594371600,Partly Cloudy,partly-cloudy-night,0.0,0.0,,71.41,72.66,69.55,0.94,1016.7,4.21,8.21,204,0.49,0,9.83,300.2,42.363796,-71.1087861286
2020-07-10 10:00:00+00:00,1594375200,Partly Cloudy,partly-cloudy-day,0.0,0.0,,71.98,73.23,69.73,0.93,1017.5,2.96,6.32,197,0.56,0,10.0,299.7,42.363796,-71.1087861286
2020-07-10 11:00:00+00:00,1594378800,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,72.73,74.04,70.34,0.92,1017.9,3.06,6.31,196,0.63,1,9.945,299.0,42.363796,-71.1087861286
2020-07-10 12:00:00+00:00,1594382400,Mostly Cloudy,partly-cloudy-day,0.0,0.0,,74.38,75.75,71.29,0.9,1017.9,3.22,4.35,172,0.72,2,10.0,298.6,42.363796,-71.1087861286
2020-07-10 13:00:00+00:00,1594386000,Humid and Mostly Cloudy,partly-cloudy-day,0.0,0.0,,75.67,77.12,72.2,0.89,1017.4,3.37,5.74,154,0.79,3,10.0,298.3,42.363796,-71.1087861286
2020-07-10 14:00:00+00:00,1594389600,Humid and Mostly Cloudy,partly-cloudy-day,0.0007,0.01,rain,78.39,79.81,72.67,0.83,1017.5,4.36,7.65,116,0.78,4,10.0,298.9,42.363796,-71.1087861286
2020-07-10 15:00:00+00:00,1594393200,Humid and Mostly Cloudy,partly-cloudy-day,0.0,0.0,,80.24,84.43,72.7,0.78,1017.0,5.4,9.96,112,0.8,5,10.0,299.2,42.363796,-71.1087861286
2020-07-10 16:00:00+00:00,1594396800,Humid and Mostly Cloudy,partly-cloudy-day,0.0,0.0,,80.96,85.67,72.85,0.76,1017.0,8.09,12.02,104,0.76,6,10.0,299.2,42.363796,-71.1087861286
2020-07-10 17:00:00+00:00,1594400400,Humid and Mostly Cloudy,partly-cloudy-day,0.0006,0.02,rain,79.79,83.6,72.47,0.78,1016.5,8.5,13.7,104,0.79,6,10.0,299.0,42.363796,-71.1087861286
2020-07-10 18:00:00+00:00,1594404000,Humid and Mostly Cloudy,partly-cloudy-day,0.0037,0.06,rain,78.58,79.99,72.65,0.82,1016.2,10.17,15.8,100,0.83,5,9.577,298.1,42.363796,-71.1087861286
2020-07-10 19:00:00+00:00,1594407600,Humid and Mostly Cloudy,partly-cloudy-day,0.0061,0.14,rain,77.26,78.72,72.67,0.86,1016.0,8.06,15.85,99,0.74,5,9.306,294.7,42.363796,-71.1087861286
2020-07-10 20:00:00+00:00,1594411200,Possible Light Rain and Humid,rain,0.0139,0.5,rain,76.29,77.81,72.84,0.89,1015.6,9.1,15.94,97,0.78,4,10.0,292.4,42.363796,-71.1087861286
2020-07-10 21:00:00+00:00,1594414800,Humid and Mostly Cloudy,partly-cloudy-day,0.0087,0.2,rain,74.99,76.48,72.27,0.91,1015.3,7.96,16.41,102,0.8,2,10.0,290.6,42.363796,-71.1087861286
2020-07-10 22:00:00+00:00,1594418400,Mostly Cloudy,partly-cloudy-day,0.0086,0.2,rain,74.5,75.94,71.76,0.91,1014.9,7.2,14.41,104,0.83,1,10.0,289.5,42.363796,-71.1087861286
2020-07-10 23:00:00+00:00,1594422000,Mostly Cloudy,partly-cloudy-day,0.0021,0.12,rain,74.46,75.88,71.67,0.91,1014.6,7.5,13.32,103,0.74,0,10.0,288.8,42.363796,-71.1087861286
2020-07-11 00:00:00+00:00,1594425600,Mostly Cloudy,partly-cloudy-day,0.0011,0.06,rain,74.27,75.68,71.47,0.91,1014.1,6.16,12.54,102,0.82,0,10.0,289.0,42.363796,-71.1087861286
2020-07-11 01:00:00+00:00,1594429200,Overcast,cloudy,0.0012,0.09,rain,72.9,74.33,71.22,0.94,1013.7,7.87,15.7,99,0.89,0,9.374,290.0,42.363796,-71.1087861286
2020-07-11 02:00:00+00:00,1594432800,Overcast,cloudy,0.0,0.0,,72.2,73.63,71.03,0.96,1013.3,8.66,18.8,95,0.89,0,9.981,291.7,42.363796,-71.1087861286
2020-07-11 03:00:00+00:00,1594436400,Overcast,cloudy,0.004,0.19,rain,72.04,73.52,71.25,0.97,1012.6,8.28,20.79,110,0.98,0,10.0,293.1,42.363796,-71.1087861286
2020-07-11 04:00:00+00:00,1594440000,Possible Light Rain,rain,0.0103,0.56,rain,72.45,73.99,71.79,0.98,1012.0,9.83,21.29,110,0.95,0,8.955,293.6,42.363796,-71.1087861286
2020-07-11 05:00:00+00:00,1594443600,Possible Light Rain and Humid,rain,0.0203,0.51,rain,73.32,74.9,72.33,0.97,1011.3,9.53,21.04,130,0.89,0,9.317,293.8,42.363796,-71.1087861286
2020-07-11 06:00:00+00:00,1594447200,Possible Light Rain and Humid,rain,0.0177,0.47,rain,73.16,74.74,72.3,0.97,1010.5,8.3,18.62,135,0.98,0,9.591,294.7,42.363796,-71.1087861286
2020-07-11 07:00:00+00:00,1594450800,Overcast,cloudy,0.0257,0.2,rain,73.49,74.99,71.86,0.95,1009.6,9.96,18.65,141,0.9,0,9.508,296.5,42.363796,-71.1087861286
2020-07-11 08:00:00+00:00,1594454400,Overcast,cloudy,0.0231,0.2,rain,73.31,74.78,71.63,0.95,1008.9,9.09,19.34,142,0.9,0,9.359,298.8,42.363796,-71.1087861286
2020-07-11 09:00:00+00:00,1594458000,Possible Light Rain,rain,0.0209,0.26,rain,73.46,74.9,71.46,0.93,1008.3,9.1,21.25,139,0.79,0,10.0,300.5,42.363796,-71.1087861286
2020-07-11 10:00:00+00:00,1594461600,Mostly Cloudy,partly-cloudy-day,0.0092,0.13,rain,73.46,74.86,71.19,0.93,1008.1,8.32,21.99,145,0.69,0,10.0,300.8,42.363796,-71.1087861286
2020-07-11 11:00:00+00:00,1594465200,Mostly Cloudy,partly-cloudy-day,0.0072,0.11,rain,74.68,76.04,71.31,0.89,1008.0,8.75,24.77,154,0.73,1,10.0,300.6,42.363796,-71.1087861286
2020-07-11 12:00:00+00:00,1594468800,Humid and Mostly Cloudy,partly-cloudy-day,0.0073,0.06,rain,76.45,77.85,72.04,0.86,1007.9,10.84,23.41,161,0.72,2,10.0,300.5,42.363796,-71.1087861286
2020-07-11 13:00:00+00:00,1594472400,Humid and Mostly Cloudy,partly-cloudy-day,0.0036,0.03,rain,78.57,81.55,73.12,0.83,1007.4,10.06,25.89,168,0.66,3,10.0,301.8,42.363796,-71.1087861286
2020-07-11 14:00:00+00:00,1594476000,Humid and Partly Cloudy,partly-cloudy-day,0.0019,0.02,rain,81.08,86.47,74.05,0.79,1007.1,12.12,23.18,195,0.55,5,10.0,303.0,42.363796,-71.1087861286
2020-07-11 15:00:00+00:00,1594479600,Humid and Partly Cloudy,partly-cloudy-day,0.0043,0.02,rain,84.16,92.14,74.91,0.74,1006.9,10.16,21.55,192,0.45,6,10.0,303.6,42.363796,-71.1087861286
2020-07-11 16:00:00+00:00,1594483200,Humid and Partly Cloudy,partly-cloudy-day,0.002,0.02,rain,85.82,94.39,74.65,0.69,1006.6,10.8,24.75,182,0.48,7,10.0,303.0,42.363796,-71.1087861286
2020-07-11 17:00:00+00:00,1594486800,Humid and Partly Cloudy,partly-cloudy-day,0.0024,0.02,rain,87.19,95.83,74.18,0.65,1006.4,10.09,25.93,181,0.47,7,10.0,301.7,42.363796,-71.1087861286
2020-07-11 18:00:00+00:00,1594490400,Humid and Partly Cloudy,partly-cloudy-day,0.0086,0.03,rain,87.58,96.14,73.95,0.64,1006.0,12.4,24.78,183,0.46,7,10.0,300.5,42.363796,-71.1087861286
2020-07-11 19:00:00+00:00,1594494000,Humid,clear-day,0.0022,0.03,rain,88.21,96.82,73.81,0.63,1006.4,13.63,23.66,200,0.22,7,10.0,298.3,42.363796,-71.1087861286
2020-07-11 20:00:00+00:00,1594497600,Humid,clear-day,0.0015,0.03,rain,87.38,95.16,73.24,0.63,1005.9,13.47,24.02,179,0.17,5,10.0,297.5,42.363796,-71.1087861286
2020-07-11 21:00:00+00:00,1594501200,Humid,clear-day,0.0016,0.04,rain,85.3,92.81,73.76,0.69,1005.6,11.1,24.25,180,0.19,3,10.0,296.9,42.363796,-71.1087861286
2020-07-11 22:00:00+00:00,1594504800,Humid,clear-day,0.001,0.04,rain,83.43,90.26,73.98,0.73,1005.4,10.78,22.08,178,0.24,1,10.0,296.4,42.363796,-71.1087861286
